Испытание; 
68,5;-27
68,5;-28
68,6;-29
68,6;-29
68,6;-31
68,6;-32
68,6;-33
68,7;-33
68,7;-34
68,7;-35
68,7;-35
68,7;-36
68,7;-37
68,8;-38
68,8;-38
68,8;-39
68,8;-40
68,8;-41
68,8;-42
68,8;-43
68,9;-43
68,9;-43
68,9;-45
68,9;-46
68,9;-47
68,9;-48
68,9;-49
69,0;-49
69,0;-50
69,0;-52
69,0;-54
69,0;-54
69,0;-55
69,1;-56
69,1;-57
69,1;-59
69,1;-59
69,1;-61
69,1;-62
69,1;-62
69,1;-63
69,1;-64
69,2;-65
69,2;-66
69,2;-67
69,2;-69
69,2;-70
69,2;-71
69,2;-71
69,2;-73
69,2;-75
69,2;-75
69,2;-76
69,3;-77
69,3;-79
69,3;-81
69,3;-81
69,3;-84
69,3;-85
69,3;-86
69,3;-88
69,3;-91
69,3;-92
69,3;-93
69,4;-95
69,4;-97
69,4;-98
69,4;-100
69,4;-103
69,4;-103
69,4;-105
69,4;-107
69,4;-109
69,4;-110
69,4;-113
69,4;-114
69,4;-116
69,4;-119
69,4;-121
69,4;-123
69,4;-124
69,4;-125
69,4;-128
69,4;-130
69,4;-130
69,4;-132
69,4;-133
69,4;-133
69,4;-135
69,4;-136
69,4;-139
69,4;-140
69,4;-141
69,4;-142
69,4;-144
69,4;-145
69,4;-146
69,4;-146
69,4;-148
69,4;-149
69,4;-151
69,4;-153
69,4;-155
69,4;-156
69,4;-158
69,4;-158
69,4;-159
69,4;-160
69,4;-161
69,4;-162
69,4;-162
69,4;-163
69,4;-164
69,4;-164
69,4;-164
69,4;-165
69,4;-166
69,3;-167
69,3;-171
69,3;-173
69,3;-174
69,3;-175
69,3;-176
69,3;-177
69,3;-179
69,3;-180
69,3;-181
69,3;-184
69,3;-185
69,2;-187
69,2;-189
69,2;-190
69,2;-191
69,2;-192
69,2;-194
69,2;-195
69,2;-196
69,2;-197
69,2;-199
69,1;-199
69,1;-199
69,1;-200
69,1;-200
69,1;-203
69,1;-204
69,1;-203
69,1;-205
69,1;-208
69,1;-206
69,0;-208
69,0;-210
69,0;-211
69,0;-212
69,0;-214
69,0;-215
69,0;-216
68,9;-219
68,9;-220
68,9;-221
68,9;-222
68,9;-224
68,9;-224
68,9;-226
68,8;-228
68,8;-229
68,8;-230
68,8;-231
68,8;-232
68,8;-233
68,8;-235
68,8;-236
68,7;-239
68,7;-240
68,7;-242
68,7;-243
68,7;-245
68,7;-246
68,6;-248
68,6;-249
68,6;-251
68,6;-252
68,6;-253
68,6;-255
68,5;-256
68,5;-259
68,5;-262
68,5;-264
68,4;-268
68,4;-270
68,4;-272
68,4;-273
68,4;-275
68,4;-278
68,3;-280
68,3;-281
68,3;-283
68,3;-287
68,3;-288
68,2;-290
68,2;-293
68,2;-294
68,2;-297
68,2;-299
68,1;-303
68,1;-305
68,1;-307
68,1;-309
68,0;-313
68,0;-315
68,0;-318
68,0;-319
67,9;-322
67,9;-324
67,9;-326
67,9;-328
67,9;-330
67,8;-332
67,8;-336
67,8;-338
67,8;-341
67,7;-344
67,7;-349
67,7;-353
67,7;-362
67,6;-366
67,6;-374
67,6;-378
67,5;-381
67,5;-385
67,5;-387
67,5;-394
67,4;-397
67,4;-399
67,4;-401
67,4;-402
67,3;-404
67,3;-405
67,3;-407
67,3;-409
67,2;-411
67,2;-412
67,1;-414
67,1;-415
67,1;-415
67,1;-416
67,0;-417
67,0;-418
67,0;-419
66,9;-420
66,9;-420
66,9;-421
66,8;-423
66,8;-424
66,7;-425
66,7;-425
66,7;-425
66,6;-426
66,6;-426
66,6;-427
66,5;-428
66,5;-428
66,4;-430
66,4;-430
66,3;-432
66,3;-432
66,3;-433
66,2;-432
66,2;-433
66,1;-434
66,1;-434
66,1;-435
66,1;-436
66,0;-436
66,0;-436
66,0;-437
65,9;-437
65,9;-438
65,8;-438
65,8;-439
65,8;-440
65,7;-440
65,7;-440
65,7;-441
65,6;-441
65,6;-442
65,5;-442
65,5;-443
65,5;-443
65,4;-443
65,4;-444
65,4;-444
65,3;-445
65,3;-445
65,3;-446
65,2;-446
65,2;-447
65,2;-447
65,1;-447
65,1;-447
65,1;-448
65,0;-448
65,0;-449
64,9;-449
64,9;-450
64,9;-450
64,8;-450
64,7;-451
64,7;-451
64,6;-452
64,6;-453
64,5;-453
64,5;-453
64,5;-454
64,4;-455
64,4;-455
64,3;-455
64,3;-456
64,2;-456
64,2;-457
64,2;-457
64,1;-457
64,0;-458
64,0;-458
63,9;-459
63,9;-460
63,9;-460
63,8;-460
63,7;-461
63,7;-461
63,7;-461
63,6;-462
63,5;-462
63,5;-463
63,5;-463
63,4;-464
63,4;-464
63,3;-464
63,3;-464
63,2;-465
63,2;-465
63,1;-466
63,1;-467
63,1;-467
63,0;-467
63,0;-467
62,9;-468
62,9;-468
62,8;-469
62,8;-469
62,8;-468
62,7;-469
62,6;-469
62,6;-469
62,5;-470
62,5;-470
62,5;-470
62,4;-471
62,4;-472
62,3;-472
62,3;-472
62,2;-472
62,2;-472
62,1;-472
62,1;-473
62,0;-473
62,0;-474
61,9;-475
61,9;-474
61,8;-474
61,8;-475
61,7;-475
61,6;-476
61,6;-476
61,5;-477
61,5;-477
61,5;-476
61,4;-477
61,4;-477
61,3;-477
61,3;-478
61,2;-478
61,1;-479
61,1;-479
61,0;-479
60,9;-480
60,9;-481
60,9;-481
60,8;-481
60,8;-481
60,7;-481
60,7;-482
60,6;-482
60,5;-482
60,5;-483
60,4;-483
60,3;-483
60,3;-483
60,2;-484
60,1;-485
60,0;-485
60,0;-485
59,9;-486
59,8;-486
59,7;-486
59,7;-487
59,6;-487
59,6;-487
59,5;-488
59,5;-488
59,4;-489
59,3;-489
59,3;-489
59,2;-489
59,2;-490
59,1;-490
59,0;-490
59,0;-490
58,9;-490
58,9;-491
58,8;-491
58,7;-491
58,6;-492
58,5;-492
58,5;-493
58,4;-493
58,3;-493
58,2;-493
58,2;-494
58,1;-495
58,1;-495
58,0;-495
58,0;-496
57,9;-496
57,7;-497
57,7;-497
57,6;-498
57,5;-498
57,4;-500
57,3;-500
57,3;-500
57,2;-500
57,2;-501
57,1;-501
57,1;-501
56,9;-501
57,0;-502
56,9;-503
56,8;-503
56,7;-504
56,6;-504
56,6;-503
56,5;-505
56,5;-506
56,4;-506
56,3;-506
56,3;-506
56,2;-507
56,2;-507
56,1;-506
56,1;-507
56,0;-508
56,0;-508
55,9;-508
55,9;-509
55,7;-510
55,6;-510
55,6;-511
55,5;-512
55,5;-512
55,4;-512
55,3;-513
55,2;-513
55,1;-514
55,1;-514
55,0;-515
55,0;-515
54,9;-516
54,8;-515
54,8;-516
54,7;-516
54,7;-517
54,6;-518
54,5;-518
54,4;-518
54,3;-518
54,2;-520
54,1;-520
54,0;-521
53,9;-521
53,9;-522
53,8;-523
53,8;-523
53,7;-523
53,6;-524
53,5;-524
53,5;-524
53,4;-525
53,3;-526
53,2;-526
53,2;-526
53,1;-527
53,1;-527
53,0;-527
53,0;-527
52,9;-527
52,8;-528
52,7;-528
52,6;-528
52,5;-530
52,4;-530
52,3;-530
52,2;-531
52,2;-531
52,1;-531
52,1;-531
52,0;-531
51,9;-531
51,9;-532
51,8;-532
51,7;-533
51,5;-533
51,4;-533
51,4;-534
51,3;-534
51,2;-534
51,2;-534
51,1;-534
51,0;-535
50,9;-536
50,8;-535
50,8;-536
50,7;-536
50,6;-537
50,5;-538
50,5;-538
50,4;-537
50,3;-539
50,2;-538
50,1;-539
50,1;-539
50,0;-539
50,0;-540
49,8;-540
49,8;-540
49,7;-540
49,7;-540
49,6;-541
49,5;-541
49,5;-541
49,4;-541
49,4;-541
49,3;-541
49,2;-541
49,2;-541
49,0;-542
48,9;-542
48,8;-542
48,7;-543
48,7;-543
48,6;-543
48,6;-543
48,5;-543
48,4;-544
48,4;-544
48,3;-545
48,2;-545
48,1;-545
48,1;-545
47,9;-545
47,9;-544
47,8;-545
47,7;-545
47,7;-545
47,6;-545
47,6;-545
47,5;-546
47,4;-546
47,4;-546
47,3;-546
47,2;-547
47,1;-546
47,1;-546
47,0;-545
46,9;-545
46,9;-546
46,7;-546
46,7;-545
46,6;-546
46,5;-546
46,4;-545
46,3;-545
46,2;-546
46,2;-546
46,1;-546
46,0;-546
45,9;-546
45,9;-546
45,8;-547
45,7;-547
45,7;-547
45,6;-547
45,6;-548
45,5;-548
45,4;-547
45,4;-548
45,2;-548
45,2;-548
45,1;-548
45,0;-548
45,0;-549
44,9;-548
44,9;-548
44,7;-549
44,7;-549
44,6;-548
44,5;-549
44,4;-549
44,3;-549
44,2;-548
44,1;-548
44,0;-547
44,0;-548
43,9;-549
43,8;-548
43,8;-548
43,7;-548
43,7;-549
43,5;-548
43,4;-547
43,3;-547
43,3;-547
43,2;-547
43,2;-548
43,1;-548
43,0;-547
42,9;-548
42,8;-548
42,8;-548
42,7;-547
42,7;-547
42,6;-547
42,5;-547
42,4;-547
42,3;-547
42,3;-547
42,2;-547
42,1;-547
42,1;-546
42,0;-547
41,9;-547
41,8;-546
41,7;-546
41,6;-547
41,5;-547
41,3;-546
41,3;-545
41,2;-546
41,1;-546
41,1;-547
41,0;-547
41,0;-547
40,9;-546
40,8;-546
40,8;-547
40,6;-547
40,5;-547
40,5;-546
40,3;-546
40,3;-547
40,2;-546
40,1;-546
40,0;-547
40,0;-546
39,9;-546
39,8;-546
39,6;-546
39,5;-546
39,5;-547
39,4;-546
39,3;-545
39,2;-545
39,1;-544
39,1;-543
39,0;-543
39,0;-544
38,9;-544
38,8;-543
38,8;-543
38,7;-544
38,6;-543
38,6;-543
38,5;-543
38,5;-543
38,4;-543
38,3;-541
38,3;-541
38,1;-540
38,0;-541
37,9;-540
37,8;-541
37,8;-541
37,7;-540
37,6;-539
37,5;-539
37,5;-539
37,4;-539
37,4;-539
37,3;-539
37,2;-538
37,1;-537
37,0;-537
36,9;-537
36,8;-536
36,7;-537
36,7;-537
36,6;-536
36,6;-536
36,4;-535
36,4;-535
36,3;-535
36,3;-535
36,1;-534
36,1;-533
36,0;-533
36,0;-533
35,9;-533
35,8;-533
35,8;-532
35,7;-532
35,7;-532
35,6;-532
35,5;-531
35,4;-531
35,4;-531
35,3;-531
35,2;-530
35,2;-530
35,1;-529
34,9;-529
34,9;-528
34,8;-528
34,8;-528
34,7;-527
34,6;-527
34,5;-526
34,5;-526
34,4;-526
34,4;-525
34,3;-525
34,2;-525
34,2;-524
34,1;-524
34,1;-523
34,0;-523
33,9;-523
33,9;-523
33,8;-522
33,8;-522
33,7;-521
33,7;-521
33,6;-521
33,5;-521
33,5;-520
33,4;-519
33,3;-519
33,3;-519
33,2;-519
33,1;-519
33,0;-518
33,0;-518
32,9;-517
32,9;-518
32,8;-517
32,7;-516
32,7;-516
32,6;-515
32,5;-516
32,4;-515
32,3;-514
32,2;-513
32,2;-514
32,1;-513
32,1;-512
32,0;-511
31,9;-511
31,8;-511
31,8;-510
31,7;-510
31,7;-510
31,6;-509
31,6;-509
31,5;-509
31,5;-509
31,4;-508
31,3;-508
31,3;-508
31,2;-507
31,1;-507
31,1;-506
31,0;-505
30,9;-504
30,8;-504
30,7;-504
30,6;-503
30,6;-502
30,5;-502
30,5;-502
30,4;-501
30,4;-501
30,3;-501
30,3;-500
30,2;-499
30,2;-499
30,1;-499
30,0;-498
29,9;-497
29,9;-496
29,8;-496
29,7;-495
29,7;-495
29,6;-494
29,6;-493
29,5;-493
29,5;-493
29,4;-493
29,3;-492
29,3;-491
29,2;-491
29,1;-490
29,1;-489
29,0;-489
29,0;-489
28,9;-489
28,8;-487
28,8;-488
28,7;-486
28,6;-486
28,6;-486
28,5;-486
28,5;-485
28,4;-484
28,3;-483
28,3;-483
28,2;-484
28,2;-483
28,1;-482
28,1;-481
28,0;-481
28,0;-481
27,9;-480
27,9;-480
27,8;-480
27,8;-479
27,7;-478
27,6;-477
27,5;-476
27,5;-476
27,4;-475
27,4;-475
27,3;-475
27,3;-474
27,2;-473
27,1;-472
27,1;-472
27,0;-471
27,0;-471
26,9;-470
26,8;-470
26,8;-470
26,7;-468
26,7;-468
26,6;-467
26,6;-467
26,5;-467
26,5;-467
26,4;-465
26,3;-464
26,3;-463
26,2;-463
26,2;-463
26,1;-462
26,1;-462
26,0;-461
26,0;-461
25,9;-460
25,9;-460
25,8;-459
25,8;-459
25,7;-458
25,7;-458
25,6;-457
25,5;-456
25,5;-456
25,4;-455
25,4;-454
25,3;-454
25,3;-454
25,2;-454
25,2;-453
25,1;-453
25,1;-452
25,1;-452
25,0;-451
25,0;-450
24,9;-451
24,9;-450
24,799999999999997;-449
24,799999999999997;-448
24,700000000000003;-448
24,700000000000003;-447
24,6;-446
24,6;-446
24,5;-446
24,5;-444
24,4;-444
24,4;-443
24,299999999999997;-442
24,299999999999997;-442
24,200000000000003;-440
24,200000000000003;-440
24,1;-440
24,1;-439
24,0;-438
23,9;-437
23,9;-436
23,9;-436
23,799999999999997;-435
23,799999999999997;-435
23,799999999999997;-435
23,700000000000003;-433
23,6;-433
23,6;-433
23,6;-432
23,5;-431
23,5;-432
23,4;-430
23,4;-429
23,4;-429
23,299999999999997;-428
23,299999999999997;-428
23,200000000000003;-427
23,200000000000003;-427
23,1;-427
23,1;-425
23,1;-425
23,0;-424
22,9;-423
22,9;-422
22,9;-422
22,799999999999997;-421
22,799999999999997;-420
22,700000000000003;-420
22,700000000000003;-419
22,700000000000003;-419
22,6;-418
22,6;-417
22,6;-417
22,5;-416
22,5;-416
22,5;-415
22,4;-414
22,4;-414
22,299999999999997;-413
22,299999999999997;-412
22,299999999999997;-412
22,200000000000003;-411
22,200000000000003;-409
22,1;-409
22,1;-408
22,1;-408
22,0;-407
22,0;-406
22,0;-406
21,9;-405
21,9;-404
21,799999999999997;-403
21,799999999999997;-402
21,700000000000003;-401
21,700000000000003;-401
21,700000000000003;-401
21,700000000000003;-399
21,6;-398
21,6;-398
21,6;-398
21,5;-397
21,5;-396
21,5;-396
21,4;-394
21,4;-393
21,4;-393
21,4;-392
21,299999999999997;-392
21,299999999999997;-391
21,299999999999997;-390
21,299999999999997;-390
21,200000000000003;-389
21,200000000000003;-388
21,200000000000003;-388
21,1;-387
21,1;-386
21,1;-385
21,0;-385
21,0;-384
21,0;-383
21,0;-383
21,0;-382
20,9;-381
20,9;-381
20,9;-380
20,9;-380
20,799999999999997;-379
20,799999999999997;-378
20,799999999999997;-377
20,700000000000003;-376
20,700000000000003;-376
20,700000000000003;-375
20,700000000000003;-374
20,6;-373
20,6;-372
20,6;-371
20,6;-370
20,5;-370
20,5;-369
20,5;-368
20,5;-367
20,5;-366
20,4;-366
20,4;-365
20,4;-364
20,4;-362
20,299999999999997;-362
20,299999999999997;-362
20,299999999999997;-361
20,299999999999997;-359
20,299999999999997;-359
20,200000000000003;-358
20,200000000000003;-357
20,200000000000003;-356
20,200000000000003;-356
20,1;-354
20,1;-354
20,1;-352
20,1;-351
20,1;-351
20,1;-349
20,0;-348
20,0;-346
19,9;-345
19,9;-343
19,9;-342
19,9;-342
19,9;-341
19,9;-340
19,9;-339
19,799999999999997;-337
19,799999999999997;-335
19,799999999999997;-335
19,799999999999997;-333
19,700000000000003;-332
19,700000000000003;-330
19,700000000000003;-328
19,700000000000003;-327
19,700000000000003;-326
19,700000000000003;-325
19,700000000000003;-324
19,6;-323
19,6;-321
19,6;-318
19,6;-317
19,6;-316
19,6;-315
19,5;-314
19,5;-313
19,5;-311
19,5;-311
19,5;-310
19,5;-308
19,5;-307
19,5;-305
19,4;-304
19,4;-302
19,4;-301
19,4;-301
19,4;-300
19,4;-298
19,4;-298
19,4;-297
19,299999999999997;-295
19,299999999999997;-294
19,299999999999997;-293
19,299999999999997;-292
19,299999999999997;-290
19,299999999999997;-290
19,299999999999997;-289
19,299999999999997;-288
19,299999999999997;-286
19,299999999999997;-285
19,299999999999997;-283
19,299999999999997;-281
19,200000000000003;-280
19,200000000000003;-279
19,200000000000003;-278
19,200000000000003;-277
19,200000000000003;-275
19,200000000000003;-274
19,200000000000003;-273
19,200000000000003;-270
19,200000000000003;-269
19,200000000000003;-267
19,200000000000003;-266
19,200000000000003;-265
19,200000000000003;-264
19,200000000000003;-262
19,200000000000003;-261
19,200000000000003;-259
19,200000000000003;-258
19,200000000000003;-257
19,1;-254
19,1;-252
19,1;-251
19,1;-250
19,1;-248
19,1;-247
19,1;-246
19,1;-244
19,1;-243
19,1;-242
19,1;-239
19,1;-238
19,1;-236
19,1;-235
19,1;-233
19,1;-231
19,1;-230
19,1;-228
19,1;-228
19,1;-226
19,1;-225
19,1;-223
19,1;-221
19,1;-221
19,1;-220
19,1;-218
19,1;-217
19,1;-216
19,1;-215
19,1;-214
19,1;-213
19,1;-212
19,1;-211
19,1;-211
19,1;-209
19,1;-209
19,1;-207
19,1;-206
19,1;-205
19,1;-205
19,1;-203
19,1;-202
19,200000000000003;-201
19,200000000000003;-200
19,200000000000003;-200
19,200000000000003;-199
19,200000000000003;-196
19,200000000000003;-196
19,200000000000003;-195
19,200000000000003;-194
19,200000000000003;-193
19,200000000000003;-192
19,200000000000003;-191
19,200000000000003;-191
19,200000000000003;-190
19,200000000000003;-189
19,299999999999997;-189
19,299999999999997;-188
19,299999999999997;-187
19,299999999999997;-186
19,299999999999997;-185
19,299999999999997;-185
19,299999999999997;-184
19,4;-182
19,4;-182
19,4;-180
19,4;-180
19,4;-179
19,4;-178
19,4;-178
19,4;-178
19,4;-179
19,4;-179
19,4;-180
19,4;-177
19,5;-175
19,5;-172
19,5;-172
19,5;-170
19,5;-170
19,5;-169
19,5;-166
19,6;-163
19,6;-161
19,6;-161
19,6;-159
19,6;-158
19,6;-159
19,700000000000003;-159
19,700000000000003;-154
19,700000000000003;-152
19,700000000000003;-151
19,700000000000003;-150
19,700000000000003;-149
19,799999999999997;-147
19,799999999999997;-144
19,799999999999997;-143
19,799999999999997;-142
19,799999999999997;-141
19,799999999999997;-138
19,9;-135
19,9;-133
19,9;-132
19,9;-130
19,9;-127
20,0;-124
20,0;-122
20,0;-117
20,1;-113
20,1;-112
20,1;-110
20,1;-108
20,1;-105
20,1;-103
20,200000000000003;-100
20,200000000000003;-96
20,200000000000003;-94
20,299999999999997;-90
20,299999999999997;-85
20,299999999999997;-83
20,4;-79
20,4;-75
20,5;-73
20,5;-70
20,5;-68
20,5;-65
20,6;-62
20,6;-59
20,6;-56
20,6;-54
20,6;-51
20,700000000000003;-47
20,700000000000003;-42
20,700000000000003;-39
20,799999999999997;-37
20,799999999999997;-31
20,799999999999997;-28
20,9;-26
20,9;-25
20,9;-22
20,9;-20
21,0;-17
21,0;-12
21,0;-9
21,1;-7
21,1;-5
21,1;-1
21,200000000000003;4
21,200000000000003;8
21,299999999999997;12
21,299999999999997;14
21,299999999999997;16
21,4;18
21,4;18
21,4;21
21,4;23
21,5;24
21,5;26
21,5;27
21,6;31
21,6;31
21,700000000000003;34
21,700000000000003;36
21,700000000000003;37
21,799999999999997;40
21,799999999999997;41
21,9;42
21,9;44
21,9;45
22,0;46
22,0;47
22,0;48
22,1;49
22,1;49
22,1;50
22,200000000000003;52
22,200000000000003;52
22,200000000000003;52
22,299999999999997;54
22,299999999999997;55
22,4;55
22,4;55
22,4;56
22,5;57
22,5;57
22,6;59
22,6;59
22,700000000000003;60
22,700000000000003;60
22,700000000000003;61
22,799999999999997;62
22,799999999999997;63
22,9;63
22,9;63
23,0;64
23,0;65
23,1;66
23,1;66
23,1;67
23,200000000000003;67
23,200000000000003;68
23,299999999999997;68
23,299999999999997;69
23,4;69
23,4;70
23,5;71
23,6;72
23,6;72
23,700000000000003;72
23,700000000000003;73
23,700000000000003;73
23,799999999999997;73
23,799999999999997;74
23,799999999999997;73
23,9;74
24,0;74
24,0;75
24,0;75
24,1;76
24,1;76
24,1;76
24,200000000000003;77
24,200000000000003;77
24,299999999999997;78
24,299999999999997;78
24,4;78
24,4;79
24,5;80
24,5;80
24,6;81
24,6;81
24,700000000000003;82
24,799999999999997;82
24,799999999999997;82
24,799999999999997;82
24,9;83
25,0;84
25,0;84
25,0;85
25,1;85
25,2;85
25,2;86
25,3;86
25,3;87
25,4;87
25,4;87
25,5;88
25,5;88
25,6;88
25,6;89
25,6;89
25,7;89
25,8;90
25,9;90
25,9;90
26,0;91
26,0;92
26,0;92
26,1;93
26,2;93
26,2;93
26,3;93
26,3;94
26,4;94
26,4;94
26,5;95
26,5;96
26,6;96
26,6;96
26,7;96
26,7;96
26,8;96
26,9;97
27,0;98
27,0;98
27,1;98
27,1;99
27,1;99
27,2;99
27,2;99
27,3;99
27,4;100
27,5;100
27,6;101
27,6;101
27,7;102
27,7;102
27,8;102
27,8;102
27,9;103
27,9;102
28,0;102
28,1;103
28,1;104
28,2;104
28,2;105
28,3;104
28,3;104
28,4;105
28,4;105
28,5;106
28,6;106
28,6;106
28,7;107
28,7;107
28,8;107
28,8;107
28,9;108
28,9;108
29,0;108
29,1;108
29,1;108
29,2;108
29,2;109
29,3;109
29,3;109
29,4;110
29,5;110
29,6;111
29,6;110
29,7;111
29,7;111
29,8;111
29,9;111
30,0;113
30,0;112
30,1;113
30,1;113
30,2;113
30,2;113
30,3;114
30,3;114
30,4;114
30,4;115
30,5;114
30,7;115
30,7;115
30,8;116
30,8;116
30,9;116
30,9;116
31,0;116
31,1;116
31,2;117
31,3;117
31,4;118
31,5;118
31,5;118
31,6;118
31,7;119
31,7;119
31,9;119
32,0;120
32,0;120
32,1;120
32,1;120
32,2;121
32,3;121
32,4;122
32,4;121
32,5;122
32,6;122
32,7;123
32,7;123
32,8;123
32,9;124
32,9;123
33,1;124
33,2;124
33,2;124
33,3;125
33,3;125
33,4;125
33,5;125
33,5;125
33,6;125
33,7;125
33,8;126
33,9;127
33,9;126
34,0;126
34,0;127
34,2;127
34,2;127
34,3;126
34,3;127
34,5;127
34,5;127
34,6;127
34,7;128
34,7;128
34,9;128
34,9;128
35,0;129
35,0;129
35,1;129
35,2;128
35,2;129
35,3;129
35,3;130
35,4;130
35,5;129
35,6;130
35,7;130
35,8;130
35,9;131
35,9;131
36,0;131
36,1;131
36,1;131
36,2;132
36,2;132
36,4;132
36,5;132
36,5;132
36,6;133
36,7;132
36,7;133
36,8;133
36,8;133
36,9;133
37,0;133
37,1;133
37,2;134
37,2;134
37,3;134
37,4;134
37,5;134
37,5;134
37,6;135
37,7;135
37,8;135
37,8;135
37,9;135
38,0;135
38,1;136
38,1;135
38,2;135
38,3;136
38,3;136
38,4;136
38,4;136
38,5;135
38,6;135
38,6;136
38,7;136
38,8;136
38,8;136
38,9;136
39,0;136
39,1;136
39,1;136
39,3;136
39,3;136
39,4;136
39,4;137
39,5;137
39,6;136
39,6;137
39,7;137
39,8;137
39,9;137
39,9;137
40,1;137
40,1;138
40,2;137
40,3;138
40,4;138
40,5;138
40,6;138
40,6;138
40,7;138
40,8;138
40,9;139
40,9;139
41,0;139
41,1;138
41,1;139
41,3;139
41,4;139
41,4;139
41,5;139
41,6;139
41,7;139
41,8;139
41,8;139
41,9;139
42,0;139
42,0;139
42,1;139
42,2;139
42,3;139
42,3;138
42,4;139
42,5;139
42,6;140
42,6;139
42,8;139
42,8;139
42,9;139
43,0;139
43,0;139
43,1;139
43,2;138
43,2;138
43,3;139
43,4;138
43,5;139
43,5;139
43,6;138
43,7;139
43,7;138
43,8;139
43,9;139
44,0;138
44,1;138
44,2;138
44,2;137
44,3;138
44,4;137
44,5;138
44,6;137
44,7;137
44,7;137
44,9;137
44,9;138
45,0;138
45,1;138
45,2;138
45,2;138
45,4;138
45,5;138
45,5;137
45,7;138
45,8;137
45,9;137
45,9;137
46,0;137
46,0;137
46,1;137
46,2;136
46,3;137
46,4;136
46,4;136
46,5;136
46,6;135
46,7;135
46,7;135
46,8;135
46,9;135
46,9;134
47,0;135
47,0;135
47,1;135
47,2;134
47,4;134
47,4;134
47,5;133
47,6;134
47,7;134
47,8;133
47,9;133
48,0;133
48,0;133
48,1;132
48,2;133
48,2;133
48,3;132
48,3;133
48,4;132
48,5;132
48,5;132
48,6;132
48,7;131
48,7;131
48,8;132
48,8;131
48,9;132
49,0;132
49,0;131
49,2;131
49,2;131
49,3;131
49,4;131
49,5;131
49,5;130
49,6;130
49,6;130
49,7;129
49,8;130
49,9;130
49,9;129
50,0;129
50,1;130
50,1;130
50,2;129
50,3;129
50,3;129
50,4;130
50,4;129
50,6;128
50,6;128
50,7;127
50,8;127
50,9;126
50,9;126
51,0;126
51,0;126
51,1;126
51,2;126
51,3;125
51,3;125
51,4;124
51,5;124
51,5;124
51,6;124
51,6;123
51,7;124
51,8;122
51,8;122
51,9;123
52,0;122
52,1;121
52,2;122
52,2;122
52,3;121
52,4;120
52,5;121
52,5;121
52,6;120
52,6;119
52,7;119
52,8;119
52,8;118
52,9;118
53,0;118
53,1;118
53,2;118
53,2;117
53,3;117
53,3;116
53,4;116
53,5;116
53,6;116
53,7;116
53,8;115
53,9;115
53,9;115
54,0;115
54,1;114
54,1;114
54,2;114
54,3;113
54,3;113
54,4;113
54,4;113
54,5;112
54,5;112
54,6;112
54,7;112
54,7;111
54,8;111
54,8;110
54,9;110
55,0;110
55,1;110
55,1;109
55,2;109
55,3;107
55,4;107
55,4;107
55,5;107
55,6;106
55,7;106
55,7;105
55,8;105
55,8;105
55,9;104
56,0;104
56,1;103
56,2;103
56,2;102
56,3;102
56,4;101
56,4;101
56,5;101
56,5;101
56,6;100
56,6;100
56,7;100
56,8;99
56,8;99
56,9;99
57,0;99
57,0;98
57,1;98
57,1;98
57,2;98
57,2;97
57,3;97
57,3;97
57,4;96
57,6;96
57,6;95
57,7;95
57,7;95
57,8;94
57,8;94
57,9;94
58,0;93
58,0;93
58,1;93
58,2;92
58,2;92
58,3;91
58,3;91
58,4;91
58,5;90
58,6;90
58,6;88
58,7;88
58,7;88
58,8;87
58,8;87
58,9;87
58,9;87
59,0;86
59,0;86
59,1;86
59,1;85
59,2;85
59,2;84
59,3;84
59,4;83
59,5;82
59,6;82
59,6;81
59,7;81
59,7;81
59,8;81
59,8;80
59,9;79
59,9;79
60,0;79
60,1;78
60,2;77
60,3;76
60,3;76
60,4;76
60,4;75
60,4;75
60,5;75
60,5;75
60,6;74
60,7;73
60,7;73
60,8;73
60,8;73
60,9;72
60,9;72
61,0;72
61,0;71
61,1;71
61,2;70
61,2;70
61,3;70
61,4;69
61,4;69
61,5;68
61,5;67
61,6;67
61,6;66
61,7;66
61,8;66
61,8;65
61,9;65
61,9;65
61,9;64
62,0;64
62,1;63
62,1;63
62,2;63
62,2;62
62,2;62
62,3;61
62,3;61
62,4;60
62,5;60
62,5;60
62,5;60
62,6;59
62,6;58
62,7;58
62,7;58
62,8;57
62,8;57
62,9;56
63,0;56
63,0;56
63,0;55
63,1;55
63,1;55
63,2;55
63,2;53
63,3;53
63,3;52
63,4;52
63,4;51
63,5;51
63,5;51
63,6;51
63,6;50
63,7;49
63,7;49
63,8;49
63,8;48
63,9;48
63,9;48
64,0;47
64,0;47
64,1;47
64,1;46
64,1;45
64,2;45
64,2;45
64,3;44
64,3;45
64,3;44
64,4;44
64,4;43
64,5;43
64,5;42
64,6;42
64,6;41
64,7;41
64,7;40
64,7;40
64,8;40
64,8;39
64,8;38
64,9;38
64,9;38
64,9;38
65,0;37
65,0;36
65,1;36
65,1;35
65,2;35
65,2;34
65,3;33
65,3;34
65,3;33
65,4;33
65,4;32
65,4;32
65,5;31
65,5;31
65,5;31
65,6;30
65,6;29
65,6;29
65,7;29
65,7;29
65,7;28
65,8;27
65,8;27
65,8;27
65,9;26
65,9;25
66,0;25
66,0;25
66,0;25
66,1;24
66,1;23
66,1;23
66,2;23
66,2;23
66,2;22
66,3;21
66,3;21
66,3;20
66,4;20
66,4;20
66,4;20
66,5;18
